,Unnamed: 0,company,description,salary,title,remote,city,state
159,159,Launch Potato,This is your opportunity to tell us what you're looking for. If we open a role that is a fit we will reach out. Apply today if you truly believe in our core…,,Data & Analytics,no,Delray Beach,FL
160,160,Elexis Ventures,"Data science: 6 years (Preferred). In-depth knowledge of algorithms, design patterns and data structures. Use Machine Learning algorithms and techniques for…","$140,000 - $160,000 a year",Data Scientist,yes,Remote,
161,161,Nousot,"Brainstorm, test, and optimize machine learning and data science solutions. A passion for solving problems with data. Experience with Python and SQL.","$120,000 - $180,000 a year",Machine Learning Software Engineer,yes,Remote,
162,162,AllianceBernstein,Computer Sciences degree with data analysis/data science concentration. Review/QC data to ensure accuracy of attribution reports.,,Global Analytics Associate,no,Nashville,TN
163,163,Abt Associates,Ability to run queries and correlate data. Abt Associates seeks a qualified SOC Analyst to support the Data Science and Survey and Enabling Technologies…,,SOC Analyst,no,Alexandria,VA
164,164,Infectious Disease Connect,Identify data sources needed to produce required data sets or reports and extract appropriate subsets of data. Proficient in SQL and custom queries.,"$75,000 - $100,000 a year",Business and Reporting Analyst,no,Cranberry Township,PA
165,165,GHX,Identify patterns and connections across varying data sets to enrich master data lists and enhance data processing. Familiarity with ETL tools is a plus.,"$83,000 - $88,000 a year",Data Analyst III - MDM,yes,Remote,
166,166,Nengu Tech Limited,Experience in data training means it will be advantage. Should be working in both natural language processing and machine learning processing.,"$92,628 - $243,878 a year",Machine Learning Engineer,yes,Remote,
167,167,Maxisit,"Knowledge and experience in statistical and data mining techniques: GLM/Regression, Random Forest, Boosting, Trees, text mining, social network analysis, etc.",,Data Scientist/Pharma,no,Duluth,GA
168,168,Galvanize,"As part of the Residency program, you will receive dedicated mentorship from our expert instructors and faculty to cultivate your development as a data…",$35 an hour,Data Science Resident,no,New York,NY
169,169,Braintrust,"Experience working with event data in a data lake. A self-service tool that allows data scientists, data engineers, and ML engineers on the Marketing Data…",$100 - $120 an hour,ML Data Engineer (NO C2C!),no,San Francisco,CA
170,170,TheGuarantors,Experience with data science or machine learning a plus. Design and develop data visualization and dashboards to increase access to data within the organization…,,Data Analyst,no,New York,NY
171,171,Calm,"Experience supporting data scientists across their many specialities, from analytics to machine learning. Support Calm’s Data Science team with clear objectives…",,"VP, Data Science",yes,Remote,
172,172,Duke Careers,Clean and analyze data (includingpsychophysiology data). Assist in collecting and analyzing data. The Duke Interdisciplinary Behavioral Research Center (IBRC)…,,"DATA TECH, SOCIAL SCIENCE RESEARCH INSTITUTE",no,Durham,NC
173,173,US Council of the Inspectors General on Integrity and Efficiency,We're looking for individuals in the data science field with the requisite education and skills to provide data-driven insights and help solve complex problems…,"$51,592 - $84,732 a year",Data Science Fellowship Program (Pandemic Response Accountability Committee),no,Salt Lake City,UT
174,174,"Goldbelt, Inc.",Utilize research methodology and data collection tools to ensure that appropriate data is gathered. Enter data in spreadsheets and databases.,,Statistician III,no,Atlanta,GA
175,175,Booz Allen Hamilton,"Experience with managing diverse data sources, including preprocessing, cleansing, and verifying the integrity of data to develop data marts for data science…",,"Bioinformatician, Junior",no,Bethesda,MD
176,176,Linden Thomas & Company,"Utilizing programming languages (python, C#, java, etc.) to scrape data from websites. Rapidly growing, nationally recognized private wealth management firm is…","$30,000 - $45,000 a year",Data Mining Analyat,no,Charlotte,NC
177,177,Biz2Credit Inc,"Work on data projects and proposals involving Biz2Credit’s financial services partners worldwide (banks, non-banks, debt investors, equity investors and others)…","$60,000 - $65,000 a year",DDM – Data Scientist,no,New York,NY
178,178,"Honda R&D Americas, Inc.","Translate business inquiries and challenges into data-driven solutions with the support of data engineers, scientists, and IT (defining scope & requirements).",,Data Analyst,no,Marysville,OH
179,179,DataRobot,"Strong, practical data analysis and data science skills. Minimum of 3 years experience delivering highly technical courses for our key personas (software…",,Data Science Trainer,no,Seattle,WA
180,180,Duty First Consulting,"Expected tasks include designing data collection efforts, supporting the data analysis efforts my providing recommendations for statistical and mathematical…",,Statistician,no,Vienna,VA
181,181,Radius Global Solutions LLC,Becomes expert in data warehouse and company data sources. 2+ years analyzing data and creating reports. Bachelor’s degree with a data/ technical emphasis.,"$80,000 - $100,000 a year",Data Scientist,no,Ambler,PA
182,182,Wellstone Technologies,"Expert experience with data pipelines, data tools, and data organization for analytics. Lead the data strategy, including data storage, data modeling, data…","$150,000 - $191,000 a year","Vice President, Data Science/Advanced Analytics",no,Bethesda,MD
183,183,Sortera Alloys,"This role requires combined expertise in software development, programming, data science and data engineering. A.I. Software engineering: 5 years (Preferred).",$20 - $50 an hour,Artificial Intelligence Engineer,no,Fort Wayne,IN
184,184,CloudPareto,Handling large data sets and relational databases. Designing and maintaining data schemas and databases. Visualizing and presenting data to stakeholders using…,"$80,000 - $110,000 a year",Data Analyst,no,Arlington,VA
185,185,"HireIO, Inc.","Given a reference DNN design, adjust the DNN architecture such that operations or layers that are not supported on the target platform are replaced while…",$60 - $68 an hour,Machine Learning Performance Engineer,no,Fremont,CA
186,186,Sprezzatura Management Consulting,Identifies and integrates external data sets with internal data elements for analysis to understand underlying patterns and trends.,,Data Scientist,no,Washington,DC
187,187,"Hala Systems, Inc","Experience building data entry, transformation, and loading pipelines for disparate data types. Experience with streaming architectures and patterns, including…","$100,000 - $115,000 a year",Data Engineer,yes,Remote,
188,188,FedEx Services,Experience designing data science solutions whithin a large enterprise solution architecture. Demonstrated experience developing and leading the implementation…,"$9,026 - $14,745 a month",Data Scientist Principal,no,Tennessee,
189,189,University of South Florida,"Master's degree in information technology, computer science, information systems or equivalent field and two years of demonstrated experience with analysis,…","$60,000 a year",Statistical Data Analyst,no,Tampa,FL
190,190,Eccalon,Expertise in communicating complex data insights for those without a data background. The Data Scientist will engage with senior leaders to identify questions…,,Data Scientist - (Secret),no,Arlington,VA
