,Unnamed: 0,title,salary,description,remote,city,state
198,198,Data Science,,We are seeking qualified applicants possessing current knowledge and teaching experience in all aspects of Data Analytics and Data Science including: Data…,yes,Irvine,CA
199,199,Data Scientist,,"Transform data into actionable insights and recommendations.REST API’s to leverage disparate data sources.Processing, cleansing, and verifying the integrity…",no,Illinois,
200,200,"Manager, Shopper Insights",,"Comfortable with the ambiguous; balancing data science and data art.Leverage customer specific data to drive sound omnichannel propositions, recommendations,…",yes,,
201,201,Data Scientist,,"5+ years of data science experience in business setting including collaborating with business partners to understand problems, gather business requirements,…",no,Woonsocket,RI
202,202,Sports Statistician,,Experience tracking full statistical data for basketball games.The Statistician assists in the execution of Ultimate Hoops Basketball League by tracking full…,no,Frontenac,MO
203,203,Data Science,,Responsible for coordinating data governance efforts for data science and scientific research.Experience with production level data science systems (3 years).,no,Pittsburgh,PA
204,204,"Principal, Science & Analytics",,Apply machine learning and data mining techniques to discover patterns from complex residential property data.,no,San Diego,CA
205,205,Data Science,,Collaborate with data scientists to analyze and select appropriate data models and algorithms that focus on improving clinical trials across multiple…,no,Thousand Oaks,CA
206,206,Data Engineer,,"Experience with automation and improving overall data quality.Our team is responsible for building data products/capabilities on the Data Platform, that will…",no,Enfield,CT
207,207,Data Science,,Combines data as needed from disparate data sources to complete analysis.Follows best practices and established policies in business intelligence data analysis…,no,Centennial,CO
208,208,Data Science,,"The appointment would be made at the Visiting Assistant Professor level and carry a teaching load of 3 quarter-length courses/year, focusing on upper-division…",no,Santa Barbara,CA
209,209,Mathematics,,DUTIES OF THE POSITION: Part-time positions teaching undergraduate statistics courses including general introductory statistics along with those oriented toward…,no,East Bay,CA
210,210,Data Analyst,,"2-4 years of experience in data analysis (experience in consumer internet, digital marketing or SaaS product data a plus).",no,Cambridge,MA
211,211,Data Science,,"This position is an opportunity to collaborate with a fast-growing and globally focused network of data scientists, machine learning engineers, and AI…",no,Salisbury,NC
212,212,Data Analyst,,"Identify trends in financial data and risk factors for businesses, process large amounts of collected data and make use of increased data points to increase…",no,San Francisco Bay Area,CA
213,213,Data Linguist-I,,Deliver high quality data output under aggressive deadlines covering unique data analysis requests from a range of customers.Business level fluency in English.,no,Cambridge,MA
214,214,Data Scientist,,2+ years of data science experience.Experience with multiple data science environments and tools.Create algorithms for data cleaning.,no,Laramie,WY
215,215,Data Engineer,,"Collaborate with data scientists to prepare data for machine learning applications (predictive analytics, natural language processing, etc.).",yes,Remote,
216,216,Data Scientist,,Work closely with data scientists and analysts to design and develop data mining and machine.Distributed data systems such as Hadoop and Spark.,no,Champaign,IL
217,217,Data Scientist,,Contribute on all the stages of data science projects: from performing raw data mining to translating complex technical topics into business solutions.,no,Fremont,CA
218,218,Early Careers | Financial Modeling & Research | Atlanta,,"Playing a key role in measuring, reporting and forecasting the profitability of the firm’s complex products and services, colleagues that focus on accounting…",no,Atlanta,GA
219,219,Machine Learning,,"Demonstrated expertise in machine learning research.Publication record in relevant conferences (e.g. NeurIPS, ICML, ICLR, AAAI, CVPR, ICCV, ECCV, ACL, EMNLP,…",no,Santa Clara Valley,CA
220,220,Data Analyst,,Use your understanding of the intelligence analysis process as a defense SME to translate complex data science approaches to solutions into meaningful…,yes,Remote,
221,221,Data Analyst,,Demonstrated experience applying data science methods to real-world data problems.Undertake preprocessing of structured and unstructured data.,yes,Texas,
222,222,Data Science,,"Pulling data, joining, and manipulating large datasets to support customer data warehouse, self-service data platform/tools and adhoc analyses.",no,New York,NY
223,223,Data Engineer,,Automating data science and machine learning algorithms.Experience with big data technologies.We also offer many company-sponsored classes and conferences…,no,Redmond,WA
224,224,Data Science,,Emphasis is on the role of data in developing business strategy.Course explores the use of insights obtained from data to develop solutions to competitive…,yes,Superior,WI
225,225,Data Analyst,$15 an hour,This will help our team gather enough data to teach computers to identify the same traits.Additional special projects may be assigned if time allows.,yes,North Carolina,
226,226,Data Science,,"Interdisciplinary background with at least of one of those disciplines being data science, computer science, or a related field.",no,McLean,VA
